,Stationing,Elevation,type
582,162879.0,18.5292714229798,CW
583,162880.0,18.533862992424243,CW
584,162881.0,18.529353295454545,CW
585,162882.0,18.52516571969697,CW
586,162883.0,18.521300265151517,CW
587,162884.0,18.517756931818184,CW
588,162885.0,18.51453571969697,CW
589,162886.0,18.51163662878788,CW
590,162887.0,18.50905965909091,CW
591,162888.0,18.506804810606063,CW
592,162889.0,18.504872083333336,CW
593,162890.0,18.503261477272726,CW
594,162891.0,18.501972992424243,CW
595,162892.0,18.50100662878788,CW
596,162893.0,18.500362386363637,CW
597,162894.0,18.500040265151515,CW
598,162895.0,18.500040265151515,CW
599,162896.0,18.500362386363637,CW
600,162897.0,18.50100662878788,CW
601,162898.0,18.501972992424243,CW
602,162899.0,18.503261477272726,CW
603,162900.0,18.504872083333336,CW
604,162901.0,18.506804810606063,CW
605,162902.0,18.50905965909091,CW
606,162903.0,18.51163662878788,CW
607,162904.0,18.51453571969697,CW
608,162905.0,18.517756931818184,CW
609,162906.0,18.521300265151517,CW
610,162907.0,18.52516571969697,CW
611,162908.0,18.529353295454545,CW
612,162909.0,18.533862992424243,CW
613,162910.0,18.529353295454545,CW
614,162911.0,18.52516571969697,CW
615,162912.0,18.521300265151517,CW
616,162913.0,18.517756931818184,CW
617,162914.0,18.51453571969697,CW
618,162915.0,18.51163662878788,CW
619,162916.0,18.50905965909091,CW
620,162917.0,18.506804810606063,CW
621,162918.0,18.504872083333336,CW
622,162919.0,18.503261477272726,CW
623,162920.0,18.501972992424243,CW
624,162921.0,18.50100662878788,CW
625,162922.0,18.500362386363637,CW
626,162923.0,18.500040265151515,CW
627,162924.0,18.500040265151515,CW
628,162925.0,18.500362386363637,CW
629,162926.0,18.50100662878788,CW
630,162927.0,18.501972992424243,CW
631,162928.0,18.503261477272726,CW
632,162929.0,18.504872083333336,CW
633,162930.0,18.506804810606063,CW
634,162931.0,18.50905965909091,CW
635,162932.0,18.51163662878788,CW
636,162933.0,18.51453571969697,CW
637,162934.0,18.517756931818184,CW
638,162935.0,18.521300265151517,CW
639,162936.0,18.52516571969697,CW
640,162937.0,18.529353295454545,CW
641,162938.0,18.533862992424243,CW
642,162939.0,18.529353295454545,CW
643,162940.0,18.52516571969697,CW
644,162941.0,18.521300265151517,CW
645,162942.0,18.517756931818184,CW
646,162943.0,18.51453571969697,CW
647,162944.0,18.51163662878788,CW
648,162945.0,18.50905965909091,CW
649,162946.0,18.506804810606063,CW
650,162947.0,18.504872083333336,CW
651,162948.0,18.503261477272726,CW
652,162949.0,18.501972992424243,CW
653,162950.0,18.50100662878788,CW
654,162951.0,18.500362386363637,CW
655,162952.0,18.500040265151515,CW
656,162953.0,18.500040265151515,CW
657,162954.0,18.500362386363637,CW
658,162955.0,18.50100662878788,CW
659,162956.0,18.501972992424243,CW
660,162957.0,18.503261477272726,CW
661,162958.0,18.504872083333336,CW
662,162959.0,18.506804810606063,CW
663,162960.0,18.50905965909091,CW
664,162961.0,18.51163662878788,CW
665,162962.0,18.51453571969697,CW
666,162963.0,18.517756931818184,CW
667,162964.0,18.521300265151517,CW
668,162965.0,18.52516571969697,CW
669,162966.0,18.529353295454545,CW
670,162967.0,18.533862992424243,CW
671,162968.0,18.529353295454545,CW
672,162969.0,18.52516571969697,CW
673,162970.0,18.521300265151517,CW
674,162971.0,18.517756931818184,CW
675,162972.0,18.51453571969697,CW
676,162973.0,18.51163662878788,CW
677,162974.0,18.50905965909091,CW
678,162975.0,18.506804810606063,CW
679,162976.0,18.504872083333336,CW
680,162977.0,18.503261477272726,CW
681,162978.0,18.501972992424243,CW
682,162979.0,18.50100662878788,CW
683,162980.0,18.500362386363637,CW
684,162981.0,18.500040265151515,CW
685,162982.0,18.500040265151515,CW
686,162983.0,18.500362386363637,CW
687,162984.0,18.50100662878788,CW
688,162985.0,18.501972992424243,CW
689,162986.0,18.503261477272726,CW
690,162987.0,18.504872083333336,CW
691,162988.0,18.506804810606063,CW
692,162989.0,18.50905965909091,CW
693,162990.0,18.51163662878788,CW
694,162991.0,18.51453571969697,CW
695,162992.0,18.517756931818184,CW
696,162993.0,18.521300265151517,CW
697,162994.0,18.52516571969697,CW
698,162995.0,18.529353295454545,CW
699,162996.0,18.533862992424243,CW
700,162997.0,18.529353295454545,CW
701,162998.0,18.52516571969697,CW
702,162999.0,18.521300265151517,CW
703,163000.0,18.517756931818184,CW
704,163001.0,18.51453571969697,CW
705,163002.0,18.51163662878788,CW
706,163003.0,18.50905965909091,CW
707,163004.0,18.506804810606063,CW
708,163005.0,18.504872083333336,CW
709,163006.0,18.503261477272726,CW
710,163007.0,18.501972992424243,CW
711,163008.0,18.50100662878788,CW
712,163009.0,18.500362386363637,CW
713,163010.0,18.500040265151515,CW
714,163011.0,18.500040265151515,CW
715,163012.0,18.500362386363637,CW
716,163013.0,18.50100662878788,CW
717,163014.0,18.501972992424243,CW
718,163015.0,18.503261477272726,CW
719,163016.0,18.504872083333336,CW
720,163017.0,18.506804810606063,CW
721,163018.0,18.50905965909091,CW
722,163019.0,18.51163662878788,CW
723,163020.0,18.51453571969697,CW
724,163021.0,18.517756931818184,CW
725,163022.0,18.521300265151517,CW
726,163023.0,18.52516571969697,CW
727,163024.0,18.529353295454545,CW
728,163025.0,18.533862992424243,CW
729,163026.0,18.529274153605016,CW
730,163027.0,18.52500743599791,CW
731,163028.0,18.521062839602926,CW
732,163029.0,18.517440364420064,CW
733,163030.0,18.51414001044932,CW
734,163031.0,18.511161777690702,CW
735,163032.0,18.508505666144202,CW
736,163033.0,18.506171675809824,CW
737,163034.0,18.504159806687564,CW
738,163035.0,18.50247005877743,CW
739,163036.0,18.501102432079417,CW
740,163037.0,18.500056926593523,CW
741,163038.0,18.49933354231975,CW
742,163039.0,18.4989322792581,CW
743,163040.0,18.49885313740857,CW
744,163041.0,18.49909611677116,CW
745,163042.0,18.499661217345874,CW
746,163043.0,18.500548439132707,CW
747,163044.0,18.501757782131662,CW
748,163045.0,18.50328924634274,CW
749,163046.0,18.505142831765937,CW
750,163047.0,18.507318538401254,CW
751,163048.0,18.509816366248693,CW
752,163049.0,18.512636315308256,CW
753,163050.0,18.51577838557994,CW
754,163051.0,18.51924257706374,CW
755,163052.0,18.523028889759665,CW
756,163053.0,18.527137323667713,CW
757,163054.0,18.53156787878788,CW
758,163055.0,18.52714015016234,CW
759,163056.0,18.523034542748917,CW
760,163057.0,18.51925105654762,CW
761,163058.0,18.515789691558442,CW
762,163059.0,18.512650447781386,CW
763,163060.0,18.50983332521645,CW
764,163061.0,18.507338323863635,CW
765,163062.0,18.505165443722944,CW
766,163063.0,18.503314684794372,CW
767,163064.0,18.50178604707792,CW
768,163065.0,18.500579530573592,CW
769,163066.0,18.499695135281385,CW
770,163067.0,18.4991328612013,CW
771,163068.0,18.498892708333333,CW
772,163069.0,18.498974676677488,CW
773,163070.0,18.499378766233765,CW
774,163071.0,18.500104977002163,CW
775,163072.0,18.501153308982683,CW
